"id","device_id","time_stamp","left_right","breath","heart","turn_over","body_move","sit_up","init_status","bed_status","signal_quality"
22584534,w4lc57jlk4n4d,1762416801,0,15,80,0,0,0,0,0,0
22584519,w4lc57jlk4n4d,1762416791,0,15,85,0,0,0,0,0,0
22584520,w4lc57jlk4n4d,1762416791,0,15,85,0,0,0,0,0,0
22584507,w4lc57jlk4n4d,1762416781,0,15,84,0,0,0,0,0,0
22584508,w4lc57jlk4n4d,1762416781,0,15,84,0,0,0,0,0,0
22584497,w4lc57jlk4n4d,1762416771,0,15,85,0,0,0,0,0,0
22584498,w4lc57jlk4n4d,1762416771,0,15,85,0,0,0,0,0,0
22584483,w4lc57jlk4n4d,1762416761,0,16,82,0,0,0,0,0,0
22584484,w4lc57jlk4n4d,1762416761,0,16,82,0,0,0,0,0,0
22584471,w4lc57jlk4n4d,1762416751,0,15,85,0,0,0,0,0,0
22584472,w4lc57jlk4n4d,1762416751,0,15,85,0,0,0,0,0,0
22584463,w4lc57jlk4n4d,1762416743,0,15,78,0,0,0,0,0,0
22584464,w4lc57jlk4n4d,1762416743,0,15,78,0,0,0,0,0,0
22584457,w4lc57jlk4n4d,1762416741,0,16,77,0,0,0,0,0,0
22584458,w4lc57jlk4n4d,1762416741,0,16,77,0,0,0,0,0,0
22584447,w4lc57jlk4n4d,1762416731,0,15,77,0,0,0,0,0,0
22584448,w4lc57jlk4n4d,1762416731,0,15,77,0,0,0,0,0,0
22584435,w4lc57jlk4n4d,1762416721,0,15,76,0,0,0,0,0,0
22584436,w4lc57jlk4n4d,1762416721,0,15,76,0,0,0,0,0,0
22584421,w4lc57jlk4n4d,1762416711,0,15,79,0,0,0,0,0,0
22584422,w4lc57jlk4n4d,1762416711,0,15,79,0,0,0,0,0,0
